Data,Label
amneta e allah valo raksa.. ,1
 Sudu valo hole hobe na tobe valo educated hote hobe. ,1
 Gadarder theke Dore thaka e valo ,1
 Thanks lider a jonnoi apna k onk vlo lage ,1
 Ami valo chele. Ami aste chai. ,1
 Apni se sojuk kore din apnar hate ase chabi kadi ,1
 ami valo ami aste chai ,1
But tader asar poth ta thik kore den apnara. ,1
 MashAllah. onek din pore kosu dekhe valo laglo.. ,1
 Bhai... rastay je chele ta na kheye ghumay tar daitto nite parben to .. ami kintu niyechi koyejon er ... parle apneo nen... ar cholen age nijer desher muslim bhai der kotha vabi than na hoy rohiynga der keo help korbo ki bolen ?? ,1
 asroy noy oder desher odiker protista korte hobe ,1
 Ame o apnar sathe akmoth. ,1
 Fidel . really . you are a great legend ,1
 Tumi chole gele kintu tomar kormo thakbe chiro kal ,1
 Allah tader 2 jon k valo rakhuk susto rakhuk ... ,1
 Doaa korry Allah jeno take onekdin tar apon jonder kace rakhe  . ami ek kouti taka dici doctor ke kinto amake chere chole gece . ,1
 marbo to uni. Uni na marle ke marbe. ,1
 boss ra e boss der buje.. ,1
 joto bole toto hoy na mamu,1
jai hok shuvo kamona roylo ,1
 Ai sob baykka kotha rakh Gaeil..Amader Meadhi Maruf .  Mushfiqu ader kacay akhon sudhu tumi 0000666..Ok ,1
 ami jani tar cheye besi marbe ?? ,1
 DU GHA unit er exam e ebochor ei proshno ta eshechilo ,1
 Fidel Castro akhon beche thakle Bolton ami vul bole silam....... ,1
 Thanks to aanis vai . ,1
 Farukir moto medhabi manush ache bole amra akhono TV te valo kichu dekhte pai. ,1
 Dadu o nati ke khub sundor lagche.. ,1
 Namaz porun onno k namaz porte utsahito korun ,1
 Salauddin r Ami aksathe portam........Salauddin khub valo boy cilo. ,1
 o amar porichito .  bondhur moto . pray protidin e or sathe dekha hoy .  saikel ta sobsomoy or sathe sathei thake ,1
 bangladeshira o pare dekhi a dilo ,1
 Chandpur er nam ujjol koro ,1
 Kub e hasi laglo... Kotha ta suna ,1
 10 Lak Rohinga der jayga dile jader mone hosse tader khabar kom pore jabe .  1 jon Rohinga na dhuklew tader khabar kom e porbe...   Nishchoi Rizik er malik Allah   ,1
 toder korte hobe na amra help korbo ,1
 Onk manush dekhlam desher chinta korte korte more jacce....bangladesh e jodi ekhono jodi 5 lakh na 5 crore rohinga ashe amr mone hoy na amder desh er kono problem hobe...borong allah amder upor aro rohomot nazil korben ,1
 Ami amar barite jaiga dibo InshaAllah. ,1
 Bill shaheb prithibir onno tomo boro ekjon donator...... ,1
 ??? ???? je dan kore ata to sottty .  .  .  sudu sudu ajaira kotha bolar ki dorkkar .  .  .  ,1
 Egulo bole ektu light e asha ,1
 allh jon bujhe dhon de ,1
 news ta pore khub e valo laglo bcz amar bario chuadanga ,1
 news ta pore khub valo laglo . amader chudanga bole kotha. ,1
 Besss korche Myanmar ami tmr stee achiiii ,1
 Imtiaz Yaqub pora news ta porle onek information paba ,1
 Samprodaik tokma die r kato din chalbe...aporadh ta sikar karte sekho.... ,1
 Ami zakir vai aber amader majhe fira aashuk ,1
 dr zakir thik e bolsen .sahos thakle onar sathe debate koruk amra o dekhi ki hoy . ,1
 Sir home k mone hoy virat ,1
 Sir apnara ato khatha bolana shudu shomoi apochoi na kara EC ja di pm shocibaloi ar aodina hoi ta taka EC k shadin karun. ,1
 Dalalder hat theke uddhar kore Acroi din karon 71 eo india amader acroi na dile rohingader motoi obostha hoto. ,1
 Amar kotha je kono manush bipode porle help kortte hobe. Pm ke unhcr e jogajog kore local lok der aro chakuri bebostha kortte hobe ar soudir uchit eder rohingader chakuri deya ,1
 Taka nea holeo dhukte dik . ,1
taka dea holeo ora bachbe. Morbe to r na ,1
 Oishob daladerke dhonnobad jara taka kheye o kichu manusher jibon rokkha korce ,1
 sob rohingga der bangladesh a jayga dile ba dewar majhe ata kono somodan na... ,1
 rohingga der bangladesh a jayga na dewa valo... tobe rohingga der tader vumi te tikie thakte jato Help lage muslim jati sei Help korata uchit... ,1
 tai bole permanent kara jabe na.eta international subject. ,1
 jaaak takar binimoy holeo ektu monushotto ase oder.. ,1
 Tader sobar jonno ami doya korbo ,1
 Ora amader vai.Oder janno jodi amader kono kashto hay tobuo oder amader desh a ashshroy deoya uchit. ,1
 takar binimoy keno ora muslim ata amader daitto oder ke banagldesh jaga dite hobe ,1
 1971 a india te Bangladeshi people dukhte taka lage nai...... amra kotota selfish hole eta korte pari ekbar vabun  ,1
 prothom alor ekta positive news o jodi amader ke nara dey vabte sekhay  .  protibadi hote sekhao to setai ba kom ki ?? ,1
 nesar bhai je kaj ta korchen ta kintu sobai korte paren na ... ei rokom positive news o valo ekta manush kao amader samne tule ana o amdader focus kora kintu onek boro krtitter bepar . valobasa o suvokamona protho alo ke ,1
 Mon ta kharap chilo gan ta sune mon ta aktu valo hoia gelo ,1
 jete parini ki hoise..... achi thakbo ,1
 onek bochhor por gaan ta shunchii. taw live besh valolagchhe ,1
 Adamma ichhasakti k kono aposoktie rukhe dite pare na ,1
 dance korte mon chay gan sunle ,1
 Er cheye hajar valo gaan ami likhte pari ,1
 Song ta sune ager kotha mone hoeee gelo ,1
 Chaleder gan e vlo lage. ,1
 Azad er history ta valo chilo ,1
 18 er age biye noy ,1
 Prothom all k onek subascca ,1
 Amra India ke hariesi eta ektu bolen please ,1
 Sound system aro valo hole gan ta awesome lagto.Nice song.i like it ,1
 kichu vul  .  kichu bindinngs  .  kichu oparogota to thakbei ..... tarporo goto 18 bosore prothom alo amader onek tai dei ni ? so amra valobasa janai prothom alo ke o er pechoner manush gulo ke . ,1
 nesar bhai tomake salam .onek manusher dua tomar sathe ... ,1
 Dubaiii theke mone hoy desh ai achi bangla academyr bottolaii. Thanks prothom alo ,1
 amader MS Dhoni r Mohammad Saiful Islam Khan dui jon er e khub uchu mon er manus ,1
 Bpl sas hok tar pora jola otba okkk ,1
 Sakib thik ache 2 dik diya kaj kore ,1
 o amar desher mati .  tomar tore thekhai matha....chaliye jao prothom alo. Now u r on a right track. ,1
 Dam ta komale valo hoy ,1
 sukh khub dami akta jinis...bt sukh tk diye kena jaina ,1
 Shaharar sara jiboner jonno daitto nite chi ata jodi sombob hoy r Bangladesh sorkar jodi onumoti den ,1
 marinewow . good news.amr icche ache onek admsn neoar  ,1
 jodi kopale thake tahole bobe ,1
 proud to be a Shakibian. ,1
 sakib kintu mahmudullah er cheye aro valo captain and player ,1
 Boss tumi jtodin aso amra asi tumar sate .....Jdin tumi obosor nibe sei din thake amar r khale dekha hobe na... ,1
 Shakib always no 1 ....carry on Dhaka... ,1
 Dhakar j0yer ceye amra besi takiye thaki Shakiber perf0rmancer dike...,1
 Doa kori jibone onek boro hou .  jate tomar generation tomar babar porichoye noy tomar porichoye tomar babake chine. ,1
 Mashallah....Alyna tomar smila onek cute....thik tomar babar moto ,1
 Mamoni tomar hasi ta otuloniyo..beche thako onontokal...onek boro hou sona r Babar nam ta ujjol koro.god bless u my baccha ,1
 so cute ma moni.... tomar jonno onek onek dowa roilo.amon hasi jeno sob somoy e dekhte pai tomar mukhe.... ,1
 Vi ya mamunike sweet lugche. Doya kori se jeno apnar cheyeo r o boro taroka hote pure. ,1
 ailana to sob somoy e nice.....sob picture a hase thakba e...... ,1
 Ma er moto hoice dekte ? ,1
 Tare Dekhlei achomka hasi pai ,1
 ato sundor kore ki vabe hase ,1
 Supar...nice pic....alaynar hasi dekle mon ta amnite valo hoye jay ,1
 Sobaike Dohnnobad. Ato valo valo comments korar jonno..... ,1
 Mon valo korar jonno ei ekta hasi e jotheshto ,1
 tomar cuteness ta amar khub vhalo lAge ,1
 Higsote ma babar mae hasi kosi haece...... ,1
 ekhane kono hater er coment nai .  karon ekhane bastob udahor tule dhora hoice. ,1
 Capten hole onek cap take capten na houa valo hobe emon asen temon oy vala ,1
 shakib viya ami tumra amn akjon fan je tumr kharap somoy golu te all time pase thaki r hatter der sathe fight kori..karon ami jani tumi shakib tumi thik e come back korba... ,1
 jar sate karo tulona hoy na thats sakib... ,1
 Good vai samne agia jao ,1
 bhai amra mon teke ore kub posondo kori kintu or behavior ta joto valo keltece toto poriborborton hiche... ,1
 Oi rokm abal der gali dite hoi.... na hole bojbena.. Adnan Habib ,1
 vai onek din por nij cheharay aslen ,1
 Ato valo khela dekhia amake khushi korar jonno dhonnobad. ,1
 Bangladesh karo golami kore ni korbeo na. ,1
 asun sobai mile Bangladesh k samner dike nie jaoar sopoth kori . . . . .,1
Allah amader k sokti din ....,1
 Kamaruzzaman Kamrul kake ki bolcen o to nije prem roge akranto kothay ace na rote ne roton cene suwore sene kosu onar hoy sei obosta ,1
 Kono ma e tar sontaner kharep chay na.... Hay sontan boro obaga tui ,1
 Onek valo Akta kotha bolcen . Bangla Chanel er pocha natok r unlimited biggapon dekhar somoy Amader nei ,1
 Rubaet ahsan#vai..absolutely amr moner kotha ta bolchen..indian channel bondho korar kotha bolbena karon ora oi desh tar pa chata dalal... ,1
 Age oi rokom valo maner natok toiri koro then andolon korte nemo...,1
 Force kore kono lov nai .Amder j vlo lage amra tai dekbo .Andolon kore kichhu hobe na . ,1
 Amra bangali .........bangal der amra bhalo bashi.....temni rohingya bangalider o amra amader bhai mone kori ,1
 Vua kotha . apnara agee ad koman tar por kotha bolte ashben. ,1
 first star jolsa bondo huk pore onno sob ,1
 Bangladesh er natok onek bhalo shudu amra dekhina tai janina. ,1
 Indian channel gula age bondho koren pore etar piche lagen. Etar jonne kono Kew suicide kore nai ,1
Sohoyo ta din. Tara jeno tader odikarer jonno lorte pare. ,1
 vaiya apna k many many tnx......akdom fatiye diyesen.......tobe aita kono malaon biswas korbe na..........?....apnar moto bravo son e bangali ra chay.....onek valo laglo ai post ta pore..... ,1
 Barmis der manobik sohoyota korar jonno asche. Amder jemon 1971a pakitani julum er biruddhe kore chilo ,1
 Hishab ta panir moto shoja ,1
 apni age indien serial golo bondo korar jonno bol than ai golo nia baba jabe ,1
 Baje kotha...manush majhe majhe ektu binodon pacche sheta tader pochondo hocchena...shosta oshustho prem kahini ar nostami ekhon manush khay na... ,1
 Varotiyo chanelgulo niye tomader onek age kotha bola usit silo. ,1
 hindi channel age bondho korte hobe..... ,1
 Banglatao to bhalo kore sikhte hobe. ,1
 lord er kase payer kori,1
ora jeno sorgo basi hok. ,1
 J porte chai na take force o kora jai n.a. ata tar baktigato motamot.atao manusher adhikar. ,1
 R akhane jevabe bor kha deya ache amn e korar niyom ,1
santit achen boli akhon o.. Bangladesh ei achen...,1
 Satti ta tahole prokash holo ,1
 ACCA ata ki national team er kono player silo....neymar thik ase to ,1
 Hindu . muslim sobai manush. Kahuke malu bole mone koshto deoha balo na. Manusher bipode tatra kora balo na ,1
Nijer okade theke kotha bolun ,1
 Protibondi sontan baba mayer jonno porokala suparish krba ,1
 Khubi valo kotha neimar ses.. ,1
 Bbcr news ta valo laglo.. ,1
Dhormo jai hok... sobar jonno ek e niyom hoya uchit ,1
 akta kore ghashfull futbe r unnoion hobe islam. ,1
 bangladeshe je ekhono valo manos kicho obosisto ache  . eta tar proman .  ,1
 ...Thanks . sobar comment gulo khub sundor . tai ami r cmnt korlam na. ,1
 joto kosto hok na kano atai to mano bota r atai sukh kuja powya jay ,1
 Subhan allah amra ekhono 1achi ,1
 alhamdulla .  suna onek valo laglo...... ,1
 Jara rohingga der koshto vaga vagi korchen Allah tader valo korben ,1
 Manush manusher jonno jibon jiboner jonno ,1
 Amader theke tara valo Muslim ,1
 World e cholche media er upor ,1
 dra cula ekhono somoy ache allahor kache taoba kore nao .  ta nahole chiro jahannami hoye jabe. allah k voy koro .  ek Allah chara onno kono upasso nai. kothata mone rekho. ,1
 Inshah Allah .  Amader muslim vai gulo bangladesher boidhdho der kono khoti korbe na .  Karon amar vaider ontore islam protithito. ,1
 myenmar muslim thakte na parle ora o ekhane na thaka ucit ,1
 ora bole na keno muslimder mara jabe na ,1
 Judi nirapotta pete chao tobe miyanmar chole jao ,1
 Eta thik na ferot pathano ,1
 amader uchit osohay manush er pase thaka ,1
 ha. right. kno tramp hoisa ti sobar ki voy lagsa.amra tramp k ai chi. ,1
 Boot gonona suru hok abar ,1
 Eta ekjon dusahosik bekti .  onar proti amader sroddha .  .  .  .  ,1
 Allah tomke aro valo korun.Amin. ,1
 thanks  . tonmoy vai. ai kothata jodi sob jatir lok bujhto .  tahole kotoy na valo. ,1
 Washim Mamun vai comment ta onk valo hoache.... ,1
Jini amader Bongobondhu k onek Somman korten. ,1
 Islam onujayi shob kaj korte parbe meyera tobe pordar vetore theke pordar khelaf hoy emon kono kaj korte parbena quran r sunnahr moddhe thakte hobe ,1
 Ei jonnoi ai manush ta k eto valo lage ,1
 Oder kabar din ora moslim. ,1
 sabas beta.ai na holo sirajgonj er mal..... ,1
 Sir er kotha ta valo laglo so tai houk. ,1
 Eto dine ekta valo Kotha bolse..... ,1
 Onek din pore ekta valo kotha bolchen ,1
 Jodi amder ai rokom sumoy India jaiga na dito thahole amra ki kortam oi manobota tar jonno oder jaiga daw ushit ,1
 manush manusher jonno.mayanmer e nirjatito muslim vai bonder k asroy dia tader odhikar protista korai hobe sobar manobik daittho ,1
 Ak musolman opor musolmaner vai so islami dristy kon thake ,1
 Bangldesh a jiagar ovab hole rangamati bandorboner chakma boddo derke mayanmar send kore oder ke jaiga dau ora amader muslim vai bon. ,1
 asroi dewa howk...miyanmar ar poristiti shanto hole onno akta bebosta newa howk... ,1
 aste din we are Muslim. ,1
 ami chai thader k assroy dewa oshit.. karon amra muslim... ,1
 Banladesh sarkarer uchit mynmar k kutnoitik chap dea ,1
 obussoi taderke asroi diye tader ke bacate hobe... ,1
 Ami cahi oder k asroy dea hok Bangladeshe karon amra Muslim ora o Muslim ,1
 Baglades jodhi Muslim dees hoe thake tahole tader thakte dibe ,1
 Oder help korte hobe ofcourse ,1
 tader k help kora usit ,1
 Amader uchit Hobe tader asroy deoa.. Karon Tara to manus.. ,1
 Nirapottar Johnno ader k Bangladesh a hestan dile valo hobe bole mone kori . j hay to bangla desh nikot borti desh ,1
 amar mone hoi tader thakar jaiga dea hok karun tarau muslim amra bangladesi rau muslim tu ak muslim are ak muslem ke shahajo kora ouchet ,1
 Kichu dariwala dhormandho lok er mathar upar haat diye didi abr power e asbe ,1
kintu mamatar dhormer rajniti dekhe na ekhane muslim 30% ,1
jodi hoy ta hola pls phone deban..,1
 46o tk ta lagby. amar num 01824560891 ,1
 amr majh khaner ta lagbe... call korle day te korben plz ,1
 First ar ta laghbe amr.... ,1
 1st ar ta amr lagbe .  .  plz 01682030681 ,1
 amar 1 no ta darkar pls call no01995862806 ,1
 2 Numbe ta amar dorkar ,1
 vaiya amr white colour ta lagbe 1 pis ,1
 Akhankar majhe Whit ta amar lagbe ,1
 1st er white ta xoss ,1
Echara .  amader Star Customer kivabe hote hoy ta bistarito janar jonno ei link ti httpwww.grameenphone.comstar programhow be star visit korar onurodh korchi ,1
Echara .  amader Star Customer kivabe hote hoy ta bistarito janar jonno grameenphone er website visit korun. ,1
 @Dear .  emergency balance nite dial korte hobe *1010*1# ,1
 @Dear .  bistarito jante grameenphoner er website e visit korar jonno request korchi. ,1
 @Ibrahim .  grameenphone er website e GPshop theke apni handset order kore nite paren. ,1
 @Dear .  dhonnobad amader sathe thakar jonno. Amader service sonkranto ar kichu janar thakle share korar jonno request korchi. ,1
 @Hasan Ashrafi .  Ei bishoy a shothik feedback ti already amra apnar sathe share korechhi . Sekhetre .  amra apnake er ager comment er reply ti check korar jonno onurodh korchhi. ,1
 gp tea sudhu bondho sim a valo offer thaka kom tk tea basi mb.,1
Ei khetre apni SIM replace kore amader combo SIM nite paren. ,1
 @Abir .  internet settings pawar jonno apnar phone er message e giye All likhe pathiye din 8080 number e. ,1
Package ti gift korar jonno igiftspacepackage keywordspacereceivers nospace ,1
Amader Faecbook ar jonno bivinno package ase .Kindly apnar pochonder package beche nite *121# a dial korun or amader website visit korun. ,1
 @Arif Adnan .  Apni notun SIM kine 34 taka recharge kore ei offer ti avail korte parben. ,1
 @Dear .  Apni proti month e ekbar offer ti avail korte parben. ,1
 You are a great boss ,1
 MAMA ra onek moja dila thanks ,1
 thanks valo kotha bolar jonno ,1
 Valo laglo kotha ta apne to cinta korche ,1
 apa thik ase valo vave muslimder sohojogita korben ,1
 Ami coch er shahosh dekhe mugdho hossi ,1
 darun hobe 2ti jokhon syriear moto hobe ,1
 thanks Vai amar Mon ta valo Kore dilen ,1
 Nasim bhai amra apnar janna duakari valo thaken. ,1
 dui jon ei valo .  .  .  .  . tobe ses match er jonno taijul valo hobe ,1
 km hasan vai kotha ta right blcn ,1
 Thnxx you mess..tomar sathe karo tulona hoina...jani tomar chole jaoata hoito amra mene nite parbona..tay tumi koti manuser ridoae beche thakbe ajibon...best fo luck..masrafi vay ,1
 Pagla kupaile amra khub moja pai....sabbash pagla ,1
 Thanks BCB k amader kotha rakar jonno... ,1
 Sommor 15 sal ta to khub valo selo. ,1
 Arai amader gorbo real hero ader moto manus ase bole somaj akhono tike ase ,1
 Uporer kothagulo amar ja laglo darun ,1
 meherpurer imrul. khub valo laglo. ,1
 leo sagor tumi thik boleso ,1
 Onek valo ekta khobor pailam ,1
 Sir...ami o apnar moto budihin.tai apnr sathe ek mot ,1
 Ato dine 1 ta valo kotha sunlam minister er mukh theke ,1
 Onek din por ak khan valo sunlam ,1
 Thanks sister sotti ta bolar jonno. .... ,1
 #Zahir bhai thanks..apnar kotha gula khub sotto. ,1
 Good.. na ja nai valo? ,1
 Donnobad diganto ke...ebong ami gorbito amar bari sylathe ,1
 Lekhata pore bes valo e laglo .aktu moja o pelam..... ,1
 bangladesh er natok e sera ,1
 Congratulations... khub valo kaj... 2tar fasi hole aro valo hoto... ,1
 Apnader onek dhonno bad eto kosto korar jonno ,1
 Amar o onek valo lage ,1
 asif vai onk vlo manus.... ,1
 Akash Shuvo valo bokte parar jonno donnoaaabad vaio ,1
 Badsha Shak thnx bro .  .  apnar kotha ta vallagche ,1
 ato valo kobe holo mahi appa ,1
 Rokib marka koto valo ? ,1
 valo to valo na very nice ,1
 r8 akta kotha bolcen vai... ,1
 asif .  sotti kotha bolar janno apnake dhannobad....,1
 Thanks . sabi jadi ae rokom hoto. ,1
 Disi saheb k onek dhonnobad ,1
 100% sotti kotha bolse dulal sir. sotti bolar jonno thanks.. ,1
 Etokhn por Sir ekta mullobn kotha bolchen  ,1
 Jibona prothom akta valo kotha bolloo ,1
 Ato din a nahid vai akta sothik kaj korte jascen ,1
 khub e valo khobor sune santi laglo... tobuo to ora prane bacuk ,1
 Onek din por eta ekta good news chilo..Allah majhe majhe bichar kore.. ,1
 jibone akta valo kotha bolsen. ,1
 dhonnobad ai kotha ta bolar jonno..... ,1
 tnx... ato valo post tar jonno ,1
 Ajker ta thik chili.thank u ,1
 Kub valo ar akta beya korbe haha ,1
 R8 bolcho ami kom ajob ,1
 police vai onek onek thanks ,1
 Apnake onek dhonnobad erokom ekta educative ar sochetonmulok post amader sathe share korar jonno... ,1
 U r right to talk. ,1
 vhai irfan robo name ke keu ase j ei golpo lekhese?golpo te bastob?golpo te sundor hoyese ,1
 post ta deyer jonno tnx ,1
 Story ta khup beshi valo lege. nice ,1
 sotti ta prokas korar jonno THANKS......     ,1
 khub valo laglo and kostow ,1
 asole amn story hote pare jana cilo...onk sondor writer... ,1
 Onek vlo laglo ...amn kichu ro asa korbo apnar kach theke ,1
 Yes akta sotto kotha bolar jonno o nak dhonnobad boss ,1
 kotha ta sune valo laglo ,1
 Shoriful Islam vai khub valo bolesen. thanks. ,1
 Golpo ta khub valo  .  .  moner potita konai konai agat kore ,1
 Kota golo khub valo laglo. ,1
onek din por valo akta post korlo..,1
 Kotha goli khoub valo laglo. ,1
 thanks a sob mone kore deoar jonnno ,1
 Alhamdulillah onk din por 1ta valo news pailam Allah jodi puro israil k destroy korto tahola koto na valo hoto ,1
ktha gulo 1tuo vul na... ,1
 Jibone akta valo kotha bolar janna dannabsd ,1
 Ei to valo kajer jonno thank ,1
 6 mas hole aro balo. ,1
 subhanallah. khub valo akta news. ,1
 sotti kotha bolcot re vai... ,1
 Aktu boro holeo nice story. ,1
 ekdom right post ta ja korace take tnx ,1
 apni khub valo vaiya.......akdom sotto kotha bolen..... ,1
 Apu lekhata onek valo lagse ,1
 ..nilu.. kintu amr nm..bt..story ta excellent hoice. ,1
Amio a kotha golor sathe ak mot. ,1
 Vaiya hat Ghori ta aktu bar kora rakhun nice lagcha ,1
 tomader program ta onek valo lagche ,1
 2 jon e onek cute ,1
 2 jon k cute lagca .  ,1
 Kub boro akta sotto kotha ,1
 sokal sokal ato sundor akta gd news ,1
 ato boro sotto kotha boller jonno apnk onk tanxxxxx.... ,1
 thanks ato sundor hadis ta jananor jonno ,1
 Very Good karon ay sb chele to valo .  .  .  ,1
 Jai hok valo kore handle koris dst ...best of luck. ,1
 Thanks vaia ay post ta korar jonno ,1
 ajker news ar jonno thanks ,1
 sotto kotha bolar jonno thanks ,1
 Cheleder ato lage kno katha to sotto ,1
 emon sotti ta tule dorar jonno onek onek tnx? ,1
 akdom amar moner kotha thanks ,1
 Oh.... really sweet....but dokkher bepar ta holo.. amar vai nai.... ,1
 khub e ada valo hoice ,1
 100% right. ami tar proman..... ,1
 story ta vloii chilo v ,1
 onk sundor akta love story... onk vallagse ,1
 thx.....sotti thx anek valo laglo ,1
 tanx....apner ai post er jonno onek ojana jinish jante parlam....tanx a lot ,1
 onk onk thanks...ami chai apnara esob ukti aro besi kore post korun jate amra kicu jante pari ,1
 onek valo laglo kub moja pelam Thanks a lot ,1
 Apnar Post er jonno dhonnobad.,1
 Ami gorbitu akarone je ami akta maye. ,1
 Right.... meye der life tai amon ,1
 Ami to puro kadei felesi...onek shundor post...valo kaj krle ashole nijer kase onek valo lage...amadero shobar uchit anitar moto oshohaider shahajjo kora.. ,1
 good news tai jno hoy ,1
 Bolar vasa kuje parci na vai.onek ekta valo post korechen sotti osadharon... ,1
 sottie onnek akta story....porey khub valo laglo ,1
 Ato sundor post pore valo laglo ,1
 Kisu bolar vasa kuja passi na .  mona hossa . ja bolbo ta kom hoa jabe..... ,1
 never try to be politician ,1
 boss apni ja vaban saita jodi sobai vabto taila kono samosa hoito na ,1
 Kichu kichu post Oneker e real life ar sathe mile jai . tokhon mone Isssh Aj amar na bola kotha gulo post hoyece. ,1
 Hindu na thakle Bangladesh Pakistan Afghanistan irak ar moto hobe ,1
 right bolecen jake vule thakar chesta kora hoy .  takei karone okarone besi mone pore.. ,1
 abeg diye jibon colena re vai.bastob onk kothin. ,1
Dhonnobad apnar onuvuti amader shathe share korar jonno.,1
 Tnx jibon er ekta kothin bachtob kotha bolar jonno ,1
 Darun concept ...new kichu dekhlam AD ta te.,1
 ei psychor dol dhorsoner khobor chara r kisu pas na tora?oi dhorsok to ekjonre dhorson kore tora eta mediate dekhaia somosto nari jati ke kolongkito korish...??????? ,1
 Bt really khub sundor hoise ,1
 R8 mittha diye kicu suru korle pore jkhn sotti ta samne ase tkhn sottir vare mitthe ta muhertei dongso hoy jay ,1
 Lakhata pora moja laglo onek. ,1
 amar to mone hoy tui te e prithibir khad bihin valobasha beshi. ,1
 Ami o cheyesilam tmk niye sharajibon sukhe thakbo,1
 Hmmm thik ...tara sotti onek lucky.... ,1
 Hmmmm.....ajk upnar kothagulo vison valo lagtece...,1
 post ta onkkk valo laglo ,1
 evabe jodi prottekta jayga theke oddhar kora jeto tahole Bangladesh kichuta holeo drug mukto thakto ,1
 bah edit ta to khub sundor hoice... ,1
 golpo ta khub valo laglo ,1
 aha apnar kothate amra onk khosii ,1
mar tolana hoi na I love u ma ,1
 Message ta pora moja pailam onek. ,1
 Na vaiya amr mosharrof karim ar tahsan dui Jon kei khub valo lage...Tara dui Jon e best  ,1
 are vai thausan sob dik diye valo. gan natok and manush. ,1
 vul... Tahsan er moddhe ja ase ta onno karo moddhe nei...Its 100% tru ,1
 1prante kotha sompunno sotti ...... ,1
 Mamaa re ato sweet golpo ,1
 mone ta valo hoie gelo..........khub misti story .. ,1
 sobai sotti kar valobasa pay na. jai hok story ta khub valo laglo. onk sweet akta story. very nice. superb. ,1
 Ei rokom post dite apnader kharap lage na. ,1
 100% r8 kotha gulu. Ami apner sathe akmot. ,1
 khub valo laglo post ta.... ,1
 J golpota likse se ki parbe..aroko akjon k se bea korte. friend. ba.. sob somoy take help korte..se chale hok ba maye. ,1
 k o thakuk ba ni thakuk apni ja ato sundor kora vabsan aitai onak boro kisu ,1
 hmm amr emon tai vlo lage ???? ??? ,1
 right.karo jonno nijek change koro na jamon acho tamon thake j tmk like korbe se sotti tmr ,1
 ak dhom thik kotha y amio tai mani ,1
 100% er besi jodi kichu thake tar thekao right. ,1
 Ho re vai hacha kotha... ,1
 Hmm akdom sotti kotha bolcen....... ,1
 ato din kothay celen ato sundor kotha gula age likhen ke kano .  .  .  . moner kotha sob bole dicen .  .  . so sweet .  .  . nice very very very lovely .  .  . tnx ato sundor kisu lakher jonno ,1
 right. kotha ta puro mile gece ,1
 Sotti kotha suna valo laglo... ,1
 Absolutely right.....Chele rai change pochondo kore tai kichu din por por gf change kore...Etai tader habit...BUT sob chele ra noy kin2 kichu valo chele ra o ache ,1
 cartoon to sobai like kra ,1
 mahfuj vaiya tumi to aro besi mattrai cute....onk nice kotha bolo... ,1
 Chuke pani ase gelo ....... ,1
 chelera kokhono meyeder valobasa bujte parena. ar jokhon bujte pare tokhon khub deri kore fele. ,1
 mon valo na thakle sob kisu kharap lage ,1
 Oo bro KOB sondor....monta kharap cilo golpota pore Mon valo hoye gelo ,1
 kub valo laglo..tik bolesen meye der abeg er jaiga nai...tnxs ,1
 kisu meye ase ekhono tader otit vulte pare na. ,1
 Ai dhoroner chele kub kom dakha jay .  . ajj kal ,1
 ato taratari sesh krien na.story ta sotti osadaron. ,1
 good.tobe Facebook namer akta class thakle mone hoy icca korei jeto school a jor kora lagtona ,1
 Marlai sob thik hoia jabo ,1
Chobi ti share korar jonno dhonnobad.,1
 Onake valo likhacan tai thanks. ,1
 Thik bolcen vai Nijeke onek control e rakhte hoy... ,1
Apnar Post er jonno antorik vabe dhonnobad.,1
 hmm tai to oviman korte ato valo lage ,1
 onk din por sundor ekta post pelam.tnx admin vaiya ,1
 Ballobibaho tokhoni komano sombob jokhon kom boesi sele ba mae bibaho te omot prokas korbe . Ar a jonno tader soceton korte hobe. ,1
 Absolutely right....Apni kemon seta apni e valo bolte parben... ,1
Bokar moto kotha na bole positively chinta koron. ,1
 Amro dhong korte valo lage vaiya ,1
 Mja paice bhai a ..chips er mtoo ,1
 Raj k darun cute lagse ,1
 vaia ami saudi Arab theke dekhci valo lagche.... ,1
 Suru ta besi sundor chilo ,1
 kub valo akta golpo onk valo laglo ai rokom dorjo sobar hoya dorkar ,1
valo hoile tk lage na r lagleu ami dibo ,1
 sobar tomar moto vaggo hoy na....tumi onak vlo bondhu payacho ja sobai asha kore  ,1
 Absolutely true .  .  .  Ma er kono tolo nai hoy na ,1
 hahahahahaha moja laglo thx vai ,1
 Sotti chokher pani dhore rakhte parlam na.via apnar paa dhore salam krte mon chaice. ,1
Kintu valo meye na thakle aj ma jati dhongso hoto.ma bole dakto na kew... ,1
 Bissas r valobash thakle apni o emon cele pabe?Mon diye valo kre kujen peya jaben. ,1
 valobasa dile valobasa pawa jai... ,1
 Eto shundor kore kew likhte pare 3 shotti eto vallagse bole bujhate parbo nah just awesome ,1
 Apnar lekha ta sotti khub e sundor.. thanks for this. ,1
 Amr husband amk onek love korbe ......thik amoni ,1
 apnar leka amr anek valo lage tai sob leka golo share kori ,1
 airtel onek valo offer dai tnx airtel. ,1
 onek sundor statas ..apu sotti khub valo lagse ,1
 onek valo laglo aro porte chai ,1
